CASEID,SEX,AGE,RACE,MARITAL,CHILDS,AGEKDBRN,EARNRS,BORN,CLASS,DWELOWN,INCOME16CAT,INCOME,RINCOM16CAT,RINCOME,EDUC,SPEDUC,PAEDUC,MAEDUC,DEGREE,SPDEG,PADEG,MADEG,WRKSTAT,SPWRKSTA,HRS1,SPHRS1,WRKSLF,PAWRKSLF,MAWRKSLF,WRKGOVT,TVHOURS,PARTYID,PARTYID3,PARTYID2,POLVIEWS,POLVIEWS3,POLVIEWS2,CAPPUN,GUNLAW,EQWLTH,HELPPOOR,HELPNOT,HELPSICK,TAX,ODDS1,ODDS2,HOTCORE,EARTHSUN,ELECTRON,VIRUSES,BIGBANG,CONDRIFT,EVOLVED,JOBLOSE,JOBFIND,SATJOB,RICHWORK,NEWS,HAPPY,HAPMAR,HEALTH,LIFE,UNEMP,UNION,PARSOL,KIDSSOL,CONFINAN,CONBUS,CONEDUC,CONFED,CONLABOR,CONPRESS,CONMEDIC,CONJUDGE,CONLEGIS,COURTS,GRASS,RANK,SATFIN,FINALTER,GRANBORN,HOMPOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64237,1,54,1,3,0,,1,1,3,1,22,100000,22,100000,12,,12,12,1,,1,1,1,,48,,2,2,,2,4,3,2,,4,2,,2,,3,2,2,1,,0,0,0,0,0,0,0,0,0,4,3,2,,2,1,,,,2,1,1,,1,2,1,2,2,2,1,1,2,3,1,3,1,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64238,2,86,1,2,5,24,0,1,3,1,17,37500,,,17,,9,10,3,,0,0,5,,,,2,2,,2,2,0,1,1,1,1,1,2,1,,,,,2,2,1,1,2,1,2,1,1,1,,,,,1,1,,2,1,,,,,,,,,,,,,,3,,2,1,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64239,2,68,1,3,2,21,0,1,2,2,13,21250,,,12,,,,1,,,,5,,,,2,1,2,2,6,4,2,,5,3,3,1,,5,1,3,3,,2,1,1,1,8,1,0,1,1,,,,,5,2,,,,2,4,4,2,3,2,2,3,2,2,2,1,2,2,2,5,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64240,2,54,1,3,2,32,2,1,1,1,18,45000,,,8,,20,12,0,,4,1,7,,,,2,1,,2,5,5,3,3,2,1,1,1,1,,,,,2,2,2,1,2,2,2,0,1,0,,,2,,2,2,,2,2,,,,,,,,,,,,,,2,,9,3,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64241,1,51,3,1,0,,2,2,2,,17,37500,1,500,1,6,,0,0,0,0,0,1,1,40,40,2,1,,2,,0,1,1,2,1,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,,1,1,,1,2,2,1,2,1,1,1,3,1,1,3,3,2,1,3,3,1,2,8,1,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64242,1,61,1,1,1,21,2,1,3,,26,180000,15,27500,14,12,,12,1,1,,1,5,1,,40,2,,2,2,,0,1,1,1,1,1,2,1,1,1,2,1,2,0,0,0,0,0,0,0,0,0,,,,,,2,1,2,2,2,4,2,4,2,2,1,3,1,1,1,1,2,3,1,3,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64243,1,89,1,2,4,28,0,1,3,1,18,45000,,,14,,8,12,1,,0,0,5,,,,1,1,,2,5,5,3,3,6,3,3,1,,7,4,4,3,,2,1,1,1,2,2,0,2,0,,,,,5,2,,,,2,4,3,3,2,1,2,1,3,3,2,1,3,2,2,4,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64244,2,54,1,1,3,24,1,1,2,,15,27500,14,23750,12,12,12,12,1,1,1,1,1,4,37,,2,2,2,2,,7,,,6,3,3,2,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,,,1,2,,2,1,2,1,2,4,4,1,2,2,2,2,2,3,2,2,2,1,2,5,3,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64245,1,72,1,5,0,,1,1,3,,19,55000,,,20,,12,12,4,,1,1,5,,,,2,2,2,,,2,2,,5,3,3,1,1,3,2,3,4,2,0,0,0,0,0,0,0,0,0,,,,,,1,,2,2,2,4,2,,3,1,2,1,2,2,2,1,2,3,1,4,1,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64246,2,19,1,5,0,,2,1,2,2,18,45000,,,13,,8,8,1,,0,0,6,,,,2,2,2,1,1,4,2,,6,3,3,2,,2,2,3,2,,2,1,1,1,1,1,0,1,1,,,,,3,3,,,,1,4,1,1,2,2,2,3,2,3,2,2,3,1,1,8,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64247,1,59,1,1,2,29,2,1,3,,23,120000,22,100000,16,13,8,12,3,1,0,1,1,2,70,15,2,2,2,2,,6,3,3,6,3,3,1,1,7,4,4,4,1,0,0,0,0,0,0,0,0,0,,,1,1,,1,1,2,1,2,4,1,2,2,1,3,1,2,3,2,1,3,2,1,3,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64248,2,31,1,5,1,21,1,1,2,,15,27500,13,21250,12,,18,14,1,,1,2,1,,50,,2,2,2,2,,6,3,3,5,3,3,2,1,2,3,2,2,1,0,0,0,0,0,0,0,0,0,,,3,1,,3,,3,2,2,4,3,1,1,2,1,2,1,3,1,3,2,2,2,8,3,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64249,2,23,1,5,1,19,1,1,3,2,15,27500,,,12,,,14,1,,1,2,1,,40,,2,2,1,2,3,2,2,,4,2,,1,,5,,3,,,0,0,0,0,0,0,0,0,0,4,1,1,,5,1,,,,2,4,3,3,2,2,2,2,2,2,1,3,3,,1,5,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64250,2,55,1,2,3,24,2,1,2,1,13,21250,1,500,14,,12,14,2,,1,2,1,,45,,2,1,,2,0,5,3,3,7,3,3,1,,1,1,4,1,,2,2,1,2,1,2,0,1,2,4,3,1,,5,2,,,,2,4,4,1,1,1,2,2,1,3,2,2,2,2,2,5,2,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64251,2,34,1,1,3,26,2,1,2,1,25,160000,19,55000,16,16,16,16,3,3,3,3,3,3,,,2,2,2,2,1,3,2,,4,2,,1,1,,,,,2,2,2,8,2,8,2,2,1,2,3,3,2,2,4,2,1,2,1,,,,,,,,,,,,,,2,,5,3,1,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64252,2,37,1,1,2,26,2,1,2,,21,82500,,,15,12,10,8,2,1,0,0,1,1,40,60,2,1,1,2,,5,3,3,4,2,,1,1,5,3,3,4,2,0,0,0,0,0,0,0,0,0,,,2,2,,1,1,2,1,2,4,1,2,2,2,2,2,2,3,2,1,3,2,1,5,2,3,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64253,2,30,1,1,2,25,2,1,3,1,23,120000,20,67500,16,19,14,16,3,4,2,3,1,1,50,40,2,2,2,2,2,4,2,,4,2,,1,1,,,,,2,2,1,1,1,2,2,0,1,0,4,3,1,1,5,1,1,2,2,,,,,,,,,,,,,,3,,5,2,1,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64254,2,33,1,1,3,29,2,1,3,1,23,120000,15,27500,16,12,16,16,3,1,3,3,2,1,20,60,2,2,2,1,0,5,3,3,5,3,3,2,1,,,,,2,2,1,1,1,2,2,2,1,2,4,2,2,1,5,2,1,2,1,,,,,,,,,,,,,,3,,4,1,1,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64255,1,48,1,3,0,,1,1,3,1,20,67500,20,67500,16,,12,14,3,,1,2,1,,32,,2,2,2,2,4,6,3,3,7,3,3,1,1,,,,,1,2,1,1,1,1,1,0,1,0,3,2,2,1,5,2,,2,1,,,,,,,,,,,,,,2,,,2,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64256,2,60,1,1,2,20,2,1,3,1,20,67500,2,2000,16,20,12,12,3,4,1,1,2,1,25,45,2,1,2,2,1,6,3,3,7,3,3,1,1,,,,,2,2,1,1,1,1,2,0,1,0,4,1,2,1,3,1,1,1,1,,,,,,,,,,,,,,2,,,1,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64257,2,47,1,1,4,22,3,1,2,,22,100000,,,20,20,18,12,4,4,4,1,1,1,46,45,2,2,2,2,,2,2,,3,1,1,2,1,4,2,3,3,3,0,0,0,0,0,0,0,0,0,,,1,1,,2,2,2,1,2,4,2,2,2,1,2,3,2,2,2,1,3,2,2,5,1,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64258,2,52,1,3,0,,1,1,3,1,19,55000,,,12,,10,,1,,0,,1,,45,,2,2,2,2,1,5,3,3,4,2,,1,,1,5,3,3,,0,0,0,0,0,0,0,0,0,4,2,4,,5,1,,,,2,4,3,1,1,2,2,3,2,3,1,2,3,2,1,5,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64259,1,67,1,1,2,21,0,1,3,,20,67500,,,12,12,12,8,1,1,1,0,5,5,,,2,2,,1,,0,1,1,4,2,,2,1,2,3,3,4,2,0,0,0,0,0,0,0,0,0,,,,,,2,1,3,1,2,1,1,2,2,2,2,3,1,2,1,2,3,2,1,4,2,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64260,1,29,1,5,2,22,2,1,1,1,20,67500,11,16250,13,,13,,1,,1,,1,,51,,2,1,,2,1,3,2,,5,3,3,2,,1,1,1,1,,2,1,8,8,1,2,0,1,2,2,2,2,,5,1,,,,1,4,1,1,3,3,3,3,3,3,3,3,3,1,1,9,2,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64261,2,31,1,5,1,23,1,1,3,2,8,9000,,,13,,12,16,1,,1,2,7,,,,2,2,2,2,0,5,3,3,3,1,1,1,1,,,,,2,2,1,2,1,8,2,2,1,1,,,1,,3,2,,2,1,,,,,,,,,,,,,,,,4,3,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64262,1,36,1,1,3,29,2,1,3,,23,120000,21,82500,16,16,12,14,3,3,1,2,1,1,65,40,2,1,2,2,,6,3,3,6,3,3,1,2,7,3,3,4,2,0,0,0,0,0,0,0,0,0,,,2,1,,1,1,1,2,2,4,3,3,1,1,2,3,3,3,2,3,3,2,2,4,2,1,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64263,2,64,1,5,0,,2,1,2,1,21,82500,19,55000,18,,12,12,2,,1,0,1,,48,,2,2,,2,3,0,1,1,2,1,1,2,,2,2,2,2,,0,0,0,0,0,0,0,0,0,4,3,2,,1,2,,,,2,4,3,,3,2,2,3,2,2,2,2,2,1,1,4,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64264,2,89,1,2,2,24,0,1,3,1,,,,,16,,8,8,3,,0,0,5,,,,,2,2,,3,6,3,3,4,2,,,2,,,,,2,2,1,1,8,8,8,8,1,2,,,,,1,2,,3,2,,,,,,,,,,,,,,2,,4,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64265,2,63,1,1,2,19,2,1,2,,21,82500,18,45000,16,12,,12,3,1,,1,1,1,40,40,2,,2,2,,3,2,,4,2,,2,1,4,1,1,1,1,0,0,0,0,0,0,0,0,0,,,1,1,,1,2,2,1,2,4,3,2,2,3,2,3,2,3,1,2,2,2,1,4,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64266,1,24,2,5,1,23,1,1,2,2,16,32500,16,32500,11,,9,11,1,,0,0,1,,70,,2,2,2,2,4,3,2,,4,2,,1,1,,,,,1,8,1,1,2,1,1,2,2,1,4,1,4,1,5,1,,1,2,,,,,,,,,,,,,,1,,4,2,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64267,2,35,1,3,3,26,1,1,2,,18,45000,18,45000,14,,,12,2,,,1,2,,35,,2,,2,2,,1,1,1,2,1,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,,2,2,,1,,2,1,2,4,3,1,2,2,2,3,2,3,1,2,3,2,1,3,2,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64268,2,82,1,1,4,21,0,1,3,1,18,45000,,,13,20,16,12,1,1,1,1,5,5,,,2,2,,2,3,5,3,3,6,3,3,,,2,5,5,5,,2,1,1,1,1,2,0,1,8,,,,,1,2,1,,,2,4,4,1,1,2,2,1,3,2,3,1,2,3,2,3,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64269,1,66,1,1,5,27,2,1,2,1,23,120000,21,82500,16,20,16,16,3,4,3,3,1,1,40,40,2,1,,1,2,4,2,,5,3,3,1,2,,,,,1,2,1,1,1,1,2,0,1,0,4,2,2,1,1,2,2,2,1,,,,,,,,,,,,,,1,,5,1,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64270,2,47,1,1,1,31,2,1,3,1,24,140000,21,82500,16,14,14,12,3,1,1,1,1,1,40,48,2,2,2,2,0,6,3,3,6,3,3,2,,5,2,4,3,,2,1,1,1,1,2,0,1,0,4,2,1,,5,2,2,,,2,2,3,2,1,1,1,1,2,2,1,1,2,3,2,6,2,2,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64271,1,53,2,1,5,32,2,1,3,,22,100000,18,45000,16,16,,12,3,3,,1,1,1,60,50,2,,2,2,,2,2,,4,2,,1,1,4,3,3,3,2,0,0,0,0,0,0,0,0,0,,,1,1,,1,1,1,1,2,4,1,3,2,2,1,3,2,2,1,1,3,2,1,5,2,3,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64272,2,70,1,1,2,29,2,1,3,1,21,82500,15,27500,17,17,,12,4,4,,1,2,5,16,,2,,2,2,2,4,2,,5,3,3,2,,6,4,4,4,,0,0,0,0,0,0,0,0,0,4,1,1,,1,1,1,,,2,4,1,2,2,2,3,2,3,2,2,1,3,1,1,5,1,3,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64273,2,32,1,1,3,24,2,1,2,,20,67500,,,16,14,16,14,3,2,3,2,1,1,40,72,2,1,2,1,,1,1,1,3,1,1,2,1,3,2,2,3,2,0,0,0,0,0,0,0,0,0,,,1,1,,1,2,1,1,1,4,4,2,2,2,1,3,2,2,1,2,2,3,2,4,2,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64274,2,26,1,5,0,,1,1,3,2,13,21250,13,21250,12,,12,,1,,1,,1,,40,,2,2,2,2,6,7,,,4,2,,2,1,,,,,2,2,1,1,1,1,2,0,1,0,3,3,2,1,5,2,,3,1,,,,,,,,,,,,,,1,,5,3,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64275,2,35,1,1,2,28,2,1,3,,23,120000,18,45000,16,16,12,12,3,3,1,1,1,1,60,60,2,1,2,2,,5,3,3,4,2,,1,2,4,3,4,3,1,0,0,0,0,0,0,0,0,0,,,2,1,,2,1,2,2,2,4,2,3,2,3,2,2,1,3,2,2,2,2,2,7,2,1,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64276,1,59,1,1,1,34,2,1,3,1,25,160000,23,120000,19,16,12,12,4,3,1,1,1,1,40,40,1,1,1,2,2,5,3,3,4,2,,1,2,,,,,1,2,1,1,1,8,2,8,1,2,4,2,1,1,1,1,2,1,1,,,,,,,,,,,,,,3,,1,1,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64277,1,55,1,1,4,30,2,1,3,1,20,67500,16,32500,14,16,,18,0,2,,4,1,1,60,45,1,,2,2,2,2,2,,4,2,,2,1,,,,,2,2,1,1,1,2,1,0,2,0,4,1,1,2,5,1,1,1,1,,,,,,,,,,,,,,3,,1,2,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64278,2,41,1,1,2,27,1,1,3,,23,120000,,,16,16,16,16,3,3,3,3,7,1,,40,2,2,2,2,,2,2,,4,2,,1,1,3,4,3,3,2,0,0,0,0,0,0,0,0,0,,,2,,,1,1,2,1,2,4,2,2,2,1,2,2,2,2,1,1,2,2,1,3,1,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64279,1,85,1,2,2,19,0,1,2,1,17,37500,,,14,,,12,3,,,1,5,,,,2,,2,2,1,3,2,,4,2,,2,,,,,,1,2,1,1,1,1,2,2,1,2,,,,,4,1,,1,2,,,,,,,,,,,,,,2,,5,2,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64280,2,50,3,3,2,23,2,2,2,2,20,67500,20,67500,16,,20,20,3,,4,4,1,,40,,2,2,2,2,2,4,2,,5,3,3,1,,3,2,3,1,,2,2,1,1,1,1,0,1,1,3,3,2,,4,2,,,,2,1,3,2,3,2,3,2,3,3,2,2,3,2,1,5,3,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64281,1,56,1,4,3,27,0,1,1,,8,9000,,,12,,8,10,1,,0,1,7,,,,2,2,,2,,2,2,,4,2,,2,1,5,5,4,3,2,0,0,0,0,0,0,0,0,0,,,1,,,2,,2,1,1,4,5,1,1,1,2,2,,3,1,1,,2,1,7,3,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64282,1,77,1,2,6,19,0,1,3,2,16,32500,,,12,,10,11,1,,0,0,5,,,,1,1,,2,2,6,3,3,6,3,3,1,2,,,,,1,2,1,1,1,1,2,2,1,2,,,,,1,2,,3,2,,,,,,,,,,,,,,2,,5,2,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64283,1,49,1,3,0,,1,2,2,,17,37500,17,37500,12,,,12,1,,,1,1,,50,,2,,2,2,,0,1,1,4,2,,1,1,4,3,3,2,1,0,0,0,0,0,0,0,0,0,,,2,2,,2,,2,1,2,4,2,,2,2,2,2,2,2,2,2,2,,1,5,2,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64284,1,57,1,3,2,21,1,1,3,2,22,100000,22,100000,14,,14,,1,,1,,1,,46,,2,2,,2,0,2,2,,3,1,1,1,,4,3,4,1,,2,1,1,1,8,2,0,1,0,3,3,2,,1,2,,,,2,4,2,2,2,2,2,2,2,3,2,1,2,1,1,4,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64285,1,66,1,3,2,28,0,1,2,2,11,16250,,,14,,12,12,1,,,1,8,,,,2,2,2,2,10,0,1,1,2,1,1,2,1,,,,,2,2,1,1,1,1,2,0,1,0,,,,,1,3,,4,3,,,,,,,,,,,,,,1,,4,3,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64286,1,56,2,5,1,25,1,1,2,,9,11250,8,9000,13,,12,12,1,,1,1,2,,28,,2,2,,2,,0,1,1,3,1,1,1,1,4,1,1,,2,0,0,0,0,0,0,0,0,0,,,1,1,,1,,2,1,2,4,3,1,1,1,1,3,2,2,1,3,3,1,1,5,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64287,1,55,1,1,8,33,8,1,2,1,11,16250,10,13750,14,12,12,12,2,1,1,1,3,7,,,1,2,2,2,2,4,2,,7,3,3,1,,7,5,3,3,,0,0,0,0,0,0,0,0,0,2,3,1,,5,2,1,,,2,4,3,2,1,1,3,2,1,3,3,1,2,,2,5,3,3,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64288,1,45,1,3,1,30,2,1,3,1,25,160000,23,120000,17,,14,14,3,,1,1,1,,60,,2,2,1,2,3,6,3,3,7,3,3,1,2,,,,,1,2,1,1,1,1,1,0,1,0,4,2,2,2,5,1,,1,1,,,,,,,,,,,,,,2,,4,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64289,1,66,1,1,0,,2,1,2,1,13,21250,,,14,12,12,12,2,1,0,1,5,5,,,2,1,,2,5,6,3,3,5,3,3,1,2,,,,,2,2,2,1,2,8,8,8,1,1,,,,,5,2,2,2,2,,,,,,,,,,,,,,2,,5,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64290,1,60,1,1,0,,2,1,2,1,,,,,12,12,12,12,1,1,1,1,1,3,50,,2,2,2,2,12,,,,4,2,,1,,1,1,1,5,,8,1,1,2,8,2,0,2,0,4,3,1,,5,2,2,,,1,1,3,,1,1,2,2,1,2,1,1,1,2,1,5,1,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64291,2,58,1,1,5,24,2,1,3,1,25,160000,23,120000,12,12,12,14,1,1,1,1,1,1,35,40,1,2,2,,4,4,2,,6,3,3,2,1,,,,,1,2,1,1,8,8,1,0,1,0,4,3,1,2,5,1,1,1,1,,,,,,,,,,,,,,2,,4,1,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64292,2,28,1,1,3,17,1,1,2,,,,,,12,11,,12,1,0,,1,7,1,,40,2,2,2,2,,3,2,,4,2,,1,2,4,3,3,2,1,0,0,0,0,0,0,0,0,0,,,1,,,1,1,1,2,2,4,1,1,2,2,2,,2,3,2,,,2,1,10,2,3,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64293,2,45,1,1,2,21,5,1,3,1,23,120000,20,67500,16,11,12,17,4,1,1,4,1,1,50,50,2,1,2,2,1,4,2,,5,3,3,1,,6,4,4,2,,0,0,0,0,0,0,0,0,0,4,1,1,,5,2,2,,,2,4,1,4,1,2,1,2,2,2,2,1,2,1,1,3,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64294,2,87,1,1,2,34,0,1,2,1,15,27500,3,3500,11,11,6,8,0,1,0,0,5,5,,,2,2,1,2,4,4,2,,5,3,3,2,2,,,,,1,2,1,1,1,2,2,2,1,2,,,,,1,2,1,2,2,,,,,,,,,,,,,,3,,5,2,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64295,2,56,1,3,4,23,3,1,3,,24,140000,24,140000,16,,8,12,3,,0,1,1,,60,,2,2,2,1,,6,3,3,6,3,3,1,2,6,4,4,5,1,0,0,0,0,0,0,0,0,0,,,4,1,,2,,2,1,2,1,1,2,2,2,3,1,3,3,2,2,3,2,2,3,1,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64296,1,24,1,5,0,,1,1,2,2,16,32500,16,32500,12,,12,15,1,,1,1,1,,50,,2,2,2,2,1,1,1,1,4,2,,1,,3,4,3,4,,2,1,1,2,2,1,0,1,1,2,1,4,,5,2,,,,2,1,4,3,3,3,2,2,2,3,2,2,2,1,1,5,2,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64297,2,72,1,1,1,40,1,2,3,1,20,67500,,,13,12,,12,1,1,,1,5,5,,,2,,,2,2,6,3,3,6,3,3,1,2,,,,,2,2,1,1,1,8,2,0,1,0,,,,,1,2,2,2,1,,,,,,,,,,,,,,2,,3,2,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64298,2,49,2,5,2,27,3,1,2,2,19,55000,18,45000,16,,,13,3,,,1,1,,40,,2,,2,1,3,0,1,1,4,2,,1,1,,,,,2,1,2,1,1,1,1,0,1,0,3,2,1,1,4,2,,2,2,,,,,,,,,,,,,,1,,5,2,3,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64299,2,25,2,5,0,,2,1,2,,11,16250,9,11250,12,,,,1,,,1,2,,20,,2,,2,1,,3,2,,,,,1,2,4,3,1,,2,0,0,0,0,0,0,0,0,0,,,1,1,,2,,1,2,1,4,3,2,1,1,2,2,2,1,1,1,1,2,1,5,2,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64300,1,53,2,5,1,19,0,1,3,,9,11250,,,11,,12,12,0,,1,1,8,,,,2,2,2,2,,0,1,1,6,3,3,1,1,2,,3,1,1,0,0,0,0,0,0,0,0,0,,,,,,3,,4,2,1,4,5,2,2,3,,3,3,3,3,2,3,1,1,1,3,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64301,1,23,2,5,1,18,0,1,2,2,13,21250,,,12,,,12,0,,,1,1,,42,,2,2,2,2,4,3,2,,,,,2,1,,,,,2,2,1,1,1,2,2,0,1,0,4,3,2,1,5,2,,1,2,,,,,,,,,,,,,,1,,5,2,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64302,2,23,2,5,3,20,4,1,2,,13,21250,,,12,,,9,1,,,0,1,,60,,2,,2,2,,4,2,,4,2,,1,1,3,,1,,2,0,0,0,0,0,0,0,0,0,,,4,1,,3,,2,3,1,4,2,1,1,2,2,2,3,3,2,2,2,2,2,4,2,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64303,2,73,1,1,3,19,2,1,2,1,21,82500,14,23750,14,14,11,3,2,1,1,0,2,5,89,,2,2,,2,3,3,2,,4,2,,1,1,,,,,1,2,1,1,1,2,1,0,8,0,3,3,2,2,5,1,1,3,2,,,,,,,,,,,,,,2,,5,2,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64304,2,18,1,1,2,18,1,1,3,,,,,,12,12,9,8,1,0,0,0,7,1,,40,2,2,,2,,5,3,3,6,3,3,1,1,2,3,3,5,2,0,0,0,0,0,0,0,0,0,,,1,,,1,1,2,1,1,4,2,3,1,1,2,2,2,2,2,1,1,3,2,5,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
